station_identifier,name,latitude,longitude,elevation_m,timezone,url,forecast_url,fireweather_zone_url
814SE,SCE Conejo Mountain,34.18498,-118.98212,428.5488,America/Los_Angeles,https://api.weather.gov/stations/814SE,https://api.weather.gov/zones/forecast/CAZ374,https://api.weather.gov/zones/fire/CAZ374
815SE,SCE Lower Lytle Creek Ridge,34.22933,-117.44129,1064.6664,America/Los_Angeles,https://api.weather.gov/stations/815SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
816SE,SCE Fair Weather Crossing,34.38611,-119.05661,195.9864,America/Los_Angeles,https://api.weather.gov/stations/816SE,https://api.weather.gov/zones/forecast/CAZ358,https://api.weather.gov/zones/fire/CAZ358
818SE,SCE Topaz Ave,34.3741,-117.35754,1114.044,America/Los_Angeles,https://api.weather.gov/stations/818SE,https://api.weather.gov/zones/forecast/CAZ060,https://api.weather.gov/zones/fire/CAZ260
819SE,SCE Blue Cut Trail,34.26349,-117.45758,952.1952,America/Los_Angeles,https://api.weather.gov/stations/819SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
820SE,SCE Rincon De La Brea,33.96291,-117.89198,324.0024,America/Los_Angeles,https://api.weather.gov/stations/820SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
821SE,SCE Drum Valley,36.64745,-119.15526,573.6336,America/Los_Angeles,https://api.weather.gov/stations/821SE,https://api.weather.gov/zones/forecast/CAZ319,https://api.weather.gov/zones/fire/CAZ591
822SE,SCE Arrastre Canyon,34.43343,-118.17221,947.3184,America/Los_Angeles,https://api.weather.gov/stations/822SE,https://api.weather.gov/zones/forecast/CAZ379,https://api.weather.gov/zones/fire/CAZ379
823SE,SCE Old Tejon Pass,34.99,-118.54349,1650.492,America/Los_Angeles,https://api.weather.gov/stations/823SE,https://api.weather.gov/zones/forecast/CAZ334,https://api.weather.gov/zones/fire/CAZ597
824SE,SCE Ellwood Ranch Rd,34.4533,-119.90052,119.7864,America/Los_Angeles,https://api.weather.gov/stations/824SE,https://api.weather.gov/zones/forecast/CAZ349,https://api.weather.gov/zones/fire/CAZ349
825SE,SCE Wanderment Farms,34.43623,-119.54788,255.7272,America/Los_Angeles,https://api.weather.gov/stations/825SE,https://api.weather.gov/zones/forecast/CAZ350,https://api.weather.gov/zones/fire/CAZ350
827SE,SCE Cavaletto,34.4549,-119.80346,62.484,America/Los_Angeles,https://api.weather.gov/stations/827SE,https://api.weather.gov/zones/forecast/CAZ350,https://api.weather.gov/zones/fire/CAZ350
828SE,SCE Loop Canyon,34.34169,-118.40764,1106.7288,America/Los_Angeles,https://api.weather.gov/stations/828SE,https://api.weather.gov/zones/forecast/CAZ379,https://api.weather.gov/zones/fire/CAZ379
829SE,SCE Gobernador,34.41238,-119.47036,196.596,America/Los_Angeles,https://api.weather.gov/stations/829SE,https://api.weather.gov/zones/forecast/CAZ350,https://api.weather.gov/zones/fire/CAZ350
82SW1,Cape Disappointment,46.28333,-124.0523,36.576,America/Los_Angeles,https://api.weather.gov/stations/82SW1,https://api.weather.gov/zones/forecast/PZZ210,
830SE,SCE E Bear Mountain Blvd,35.26237,-118.65885,561.7464,America/Los_Angeles,https://api.weather.gov/stations/830SE,https://api.weather.gov/zones/forecast/CAZ334,https://api.weather.gov/zones/fire/CAZ596
831SE,SCE Grand Oak,33.96554,-116.93208,952.5,America/Los_Angeles,https://api.weather.gov/stations/831SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
832SE,SCE Birch Creek,37.38017,-118.4958,1350.5688,America/Los_Angeles,https://api.weather.gov/stations/832SE,https://api.weather.gov/zones/forecast/CAZ520,https://api.weather.gov/zones/fire/CAZ226
833SE,SCE Creosote,37.39301,-118.52788,1364.5896,America/Los_Angeles,https://api.weather.gov/stations/833SE,https://api.weather.gov/zones/forecast/CAZ520,https://api.weather.gov/zones/fire/CAZ226
834SE,SCE PVP CG,37.39993,-118.51546,1375.8672,America/Los_Angeles,https://api.weather.gov/stations/834SE,https://api.weather.gov/zones/forecast/CAZ520,https://api.weather.gov/zones/fire/CAZ226
835SE,SCE El Cerrito Place,33.82957,-117.51903,265.176,America/Los_Angeles,https://api.weather.gov/stations/835SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
836SE,SCE Golf Club,33.95599,-117.94957,202.3872,America/Los_Angeles,https://api.weather.gov/stations/836SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
837SE,SCE Diamond Valley Lake,33.70207,-117.0326,464.2104,America/Los_Angeles,https://api.weather.gov/stations/837SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
838SE,SCE Ralph Clark Park,33.89568,-117.97642,78.3336,America/Los_Angeles,https://api.weather.gov/stations/838SE,https://api.weather.gov/zones/forecast/CAZ554,https://api.weather.gov/zones/fire/CAZ554
839SE,SCE Old Temescal,33.85312,-117.53368,263.3472,America/Los_Angeles,https://api.weather.gov/stations/839SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
840SE,SCE Lower Bear Mtn,35.1946,-118.70554,1021.3848,America/Los_Angeles,https://api.weather.gov/stations/840SE,https://api.weather.gov/zones/forecast/CAZ334,https://api.weather.gov/zones/fire/CAZ596
841SE,SCE Lawson Rd,33.77082,-117.48772,322.4784,America/Los_Angeles,https://api.weather.gov/stations/841SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
842SE,SCE Euclid Ave,34.15678,-117.65661,654.1008,America/Los_Angeles,https://api.weather.gov/stations/842SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
843SE,SCE Castle Rock Fields,36.42105,-119.08548,145.9992,America/Los_Angeles,https://api.weather.gov/stations/843SE,https://api.weather.gov/zones/forecast/CAZ312,https://api.weather.gov/zones/fire/CAZ580
844SE,SCE Power Plant,36.41772,-119.01479,156.3624,America/Los_Angeles,https://api.weather.gov/stations/844SE,https://api.weather.gov/zones/forecast/CAZ319,https://api.weather.gov/zones/fire/CAZ591
845SE,SCE Middle Fork Rd,34.24189,-117.50007,913.7904,America/Los_Angeles,https://api.weather.gov/stations/845SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
846SE,SCE North DV Lake,33.6989,-117.04941,452.3232,America/Los_Angeles,https://api.weather.gov/stations/846SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
847SE,SCE E Trail,35.09151,-118.30957,1188.1104,America/Los_Angeles,https://api.weather.gov/stations/847SE,https://api.weather.gov/zones/forecast/CAZ338,https://api.weather.gov/zones/fire/CAZ299
848SE,SCE Saddleback Dr,35.1396,-118.63016,1548.384,America/Los_Angeles,https://api.weather.gov/stations/848SE,https://api.weather.gov/zones/forecast/CAZ334,https://api.weather.gov/zones/fire/CAZ596
849SE,SCE Arosa Rd,35.0891,-118.52146,1454.2008,America/Los_Angeles,https://api.weather.gov/stations/849SE,https://api.weather.gov/zones/forecast/CAZ334,https://api.weather.gov/zones/fire/CAZ596
850SE,SCE Rincon Rd,34.38569,-119.47091,52.4256,America/Los_Angeles,https://api.weather.gov/stations/850SE,https://api.weather.gov/zones/forecast/CAZ350,https://api.weather.gov/zones/fire/CAZ350
851SE,SCE Lake Los Carneros,34.43909,-119.85274,14.3256,America/Los_Angeles,https://api.weather.gov/stations/851SE,https://api.weather.gov/zones/forecast/CAZ350,https://api.weather.gov/zones/fire/CAZ350
852SE,SCE Woodford Tehachapi,35.17304,-118.49888,1208.8368,America/Los_Angeles,https://api.weather.gov/stations/852SE,https://api.weather.gov/zones/forecast/CAZ334,https://api.weather.gov/zones/fire/CAZ596
853SE,SCE Pine Edge Rd,33.94611,-117.92846,150.876,America/Los_Angeles,https://api.weather.gov/stations/853SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
854SE,SCE Lomita Ave,33.80133,-117.7979,125.2728,America/Los_Angeles,https://api.weather.gov/stations/854SE,https://api.weather.gov/zones/forecast/CAZ554,https://api.weather.gov/zones/fire/CAZ554
855SE,SCE Tonner Ridge,34.00296,-117.76909,341.376,America/Los_Angeles,https://api.weather.gov/stations/855SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
856SE,SCE Ladera Rd,34.48107,-119.19626,477.3168,America/Los_Angeles,https://api.weather.gov/stations/856SE,https://api.weather.gov/zones/forecast/CAZ376,https://api.weather.gov/zones/fire/CAZ376
857SE,SCE Norco Hills,33.91314,-117.54064,221.2848,America/Los_Angeles,https://api.weather.gov/stations/857SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
858SE,SCE Water Plant,34.05589,-117.79082,234.0864,America/Los_Angeles,https://api.weather.gov/stations/858SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
859SE,SCE Pinto Mesa,34.02056,-117.79365,309.0672,America/Los_Angeles,https://api.weather.gov/stations/859SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
860SE,SCE Round Mtn Rd,34.16359,-119.05116,15.24,America/Los_Angeles,https://api.weather.gov/stations/860SE,https://api.weather.gov/zones/forecast/CAZ355,https://api.weather.gov/zones/fire/CAZ355
861SE,SCE Squeaky Fields,34.28483,-119.08302,166.4208,America/Los_Angeles,https://api.weather.gov/stations/861SE,https://api.weather.gov/zones/forecast/CAZ355,https://api.weather.gov/zones/fire/CAZ355
862SE,SCE Sundown Canyon,34.06562,-118.67178,621.1824,America/Los_Angeles,https://api.weather.gov/stations/862SE,https://api.weather.gov/zones/forecast/CAZ370,https://api.weather.gov/zones/fire/CAZ370
863SE,SCE Daniger Rd,33.78015,-117.78642,150.5712,America/Los_Angeles,https://api.weather.gov/stations/863SE,https://api.weather.gov/zones/forecast/CAZ554,https://api.weather.gov/zones/fire/CAZ554
864SE,SCE Blair Hills,34.0108,-118.38458,64.6176,America/Los_Angeles,https://api.weather.gov/stations/864SE,https://api.weather.gov/zones/forecast/CAZ368,https://api.weather.gov/zones/fire/CAZ368
865SE,SCE Laguna Lake,33.90578,-117.94567,117.6528,America/Los_Angeles,https://api.weather.gov/stations/865SE,https://api.weather.gov/zones/forecast/CAZ554,https://api.weather.gov/zones/fire/CAZ554
866SE,SCE Walnut Park,34.02902,-117.84487,223.4184,America/Los_Angeles,https://api.weather.gov/stations/866SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
867SE,SCE Trail Canyon,34.30534,-118.25517,545.2872,America/Los_Angeles,https://api.weather.gov/stations/867SE,https://api.weather.gov/zones/forecast/CAZ379,https://api.weather.gov/zones/fire/CAZ379
868SE,SCE Hidden Hills,33.92027,-117.52775,401.4216,America/Los_Angeles,https://api.weather.gov/stations/868SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
869SE,SCE Kashlan Rd,33.95205,-117.93226,174.6504,America/Los_Angeles,https://api.weather.gov/stations/869SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
870SE,SCE Little Mtn Basin,34.16105,-117.29878,410.2608,America/Los_Angeles,https://api.weather.gov/stations/870SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
871SE,SCE Sapota Dr,33.96392,-117.93497,301.4472,America/Los_Angeles,https://api.weather.gov/stations/871SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
872SE,SCE Puddingstone,34.09545,-117.79852,338.0232,America/Los_Angeles,https://api.weather.gov/stations/872SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
873SE,SCE West Fork River,34.23784,-117.86197,464.2104,America/Los_Angeles,https://api.weather.gov/stations/873SE,https://api.weather.gov/zones/forecast/CAZ380,https://api.weather.gov/zones/fire/CAZ380
874SE,SCE Mission Blvd,34.04562,-117.79573,276.4536,America/Los_Angeles,https://api.weather.gov/stations/874SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
875SE,SCE Highland South,34.11355,-117.19502,378.8664,America/Los_Angeles,https://api.weather.gov/stations/875SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
876SE,SCE Alicia Parkway,33.56469,-117.71666,54.864,America/Los_Angeles,https://api.weather.gov/stations/876SE,https://api.weather.gov/zones/forecast/CAZ554,https://api.weather.gov/zones/fire/CAZ554
877SE,SCE Vista del Valle Park,33.90638,-117.95882,145.9992,America/Los_Angeles,https://api.weather.gov/stations/877SE,https://api.weather.gov/zones/forecast/CAZ554,https://api.weather.gov/zones/fire/CAZ554
878SE,SCE Walnut ST,33.94746,-117.94995,171.6024,America/Los_Angeles,https://api.weather.gov/stations/878SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
879SE,SCE Poop Out Trail,34.04044,-117.83801,235.9152,America/Los_Angeles,https://api.weather.gov/stations/879SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
880SE,SCE Jons Way,33.80489,-117.78829,172.5168,America/Los_Angeles,https://api.weather.gov/stations/880SE,https://api.weather.gov/zones/forecast/CAZ554,https://api.weather.gov/zones/fire/CAZ554
881SE,SCE Lake Matthews Reserve,33.82116,-117.46312,429.1584,America/Los_Angeles,https://api.weather.gov/stations/881SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
882SE,SCE Meadow Pass,34.03752,-117.85886,217.0176,America/Los_Angeles,https://api.weather.gov/stations/882SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
883SE,SCE Temescal Flats,33.76461,-117.47448,325.2216,America/Los_Angeles,https://api.weather.gov/stations/883SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
884SE,SCE Rancho Mirlo,33.5804,-117.25175,375.8184,America/Los_Angeles,https://api.weather.gov/stations/884SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
885SE,SCE Avocado Crest,33.9497,-117.96091,155.1432,America/Los_Angeles,https://api.weather.gov/stations/885SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
886SE,SCE Ecuestre,34.48494,-119.99423,118.5672,America/Los_Angeles,https://api.weather.gov/stations/886SE,https://api.weather.gov/zones/forecast/CAZ349,https://api.weather.gov/zones/fire/CAZ349
887SE,SCE Leona Divide,34.58745,-118.30564,1104.5952,America/Los_Angeles,https://api.weather.gov/stations/887SE,https://api.weather.gov/zones/forecast/CAZ379,https://api.weather.gov/zones/fire/CAZ379
888SE,SCE Sweet Nectar,33.60677,-117.30339,437.0832,America/Los_Angeles,https://api.weather.gov/stations/888SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
889SE,SCE Smerber,33.84682,-117.53197,267.0048,America/Los_Angeles,https://api.weather.gov/stations/889SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
890SE,SCE Sage Hill,34.44206,-119.87251,30.7848,America/Los_Angeles,https://api.weather.gov/stations/890SE,https://api.weather.gov/zones/forecast/CAZ350,https://api.weather.gov/zones/fire/CAZ350
891SE,SCE Alva,33.81561,-117.41135,485.8512,America/Los_Angeles,https://api.weather.gov/stations/891SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
892SE,SCE Pala Vista Dr,33.54868,-117.1066,391.668,America/Los_Angeles,https://api.weather.gov/stations/892SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
893SE,SCE Wylie Canyon,34.47365,-119.85147,219.456,America/Los_Angeles,https://api.weather.gov/stations/893SE,https://api.weather.gov/zones/forecast/CAZ350,https://api.weather.gov/zones/fire/CAZ350
894SE,SCE Temecula Valley,33.50081,-117.11942,354.1776,America/Los_Angeles,https://api.weather.gov/stations/894SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
895SE,SCE San Pedro Creek,34.49747,-119.82062,653.4912,America/Los_Angeles,https://api.weather.gov/stations/895SE,https://api.weather.gov/zones/forecast/CAZ351,https://api.weather.gov/zones/fire/CAZ351
896SE,SCE Canyon Oaks,34.12685,-117.18861,422.148,America/Los_Angeles,https://api.weather.gov/stations/896SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
897SE,SCE Straw House,33.92974,-116.42335,350.8248,America/Los_Angeles,https://api.weather.gov/stations/897SE,https://api.weather.gov/zones/forecast/CAZ065,https://api.weather.gov/zones/fire/CAZ265
898SE,SCE Kimchi Foothills,34.41387,-117.1863,1068.0192,America/Los_Angeles,https://api.weather.gov/stations/898SE,https://api.weather.gov/zones/forecast/CAZ060,https://api.weather.gov/zones/fire/CAZ260
899SE,SCE Jelanie Ln,33.77287,-117.05379,532.7904,America/Los_Angeles,https://api.weather.gov/stations/899SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
900SE,SCE Hacienda Ave,33.95066,-116.46252,375.2088,America/Los_Angeles,https://api.weather.gov/stations/900SE,https://api.weather.gov/zones/forecast/CAZ065,https://api.weather.gov/zones/fire/CAZ265
901SE,SCE Fizzben Heights,34.41395,-117.09108,1172.8704,America/Los_Angeles,https://api.weather.gov/stations/901SE,https://api.weather.gov/zones/forecast/CAZ060,https://api.weather.gov/zones/fire/CAZ260
902SE,SCE Pathfinder,33.98594,-117.84483,246.2784,America/Los_Angeles,https://api.weather.gov/stations/902SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
903SE,SCE Rock Haven,34.09233,-116.26892,1052.1696,America/Los_Angeles,https://api.weather.gov/stations/903SE,https://api.weather.gov/zones/forecast/CAZ525,https://api.weather.gov/zones/fire/CAZ228
904SE,SCE Bella Vista,33.98245,-116.51032,399.5928,America/Los_Angeles,https://api.weather.gov/stations/904SE,https://api.weather.gov/zones/forecast/CAZ065,https://api.weather.gov/zones/fire/CAZ265
905SE,SCE La Serena,33.53126,-117.0893,416.052,America/Los_Angeles,https://api.weather.gov/stations/905SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
